"player_id","player_name","nickname","team_id","team_abbreviation","age","gp","w","l","w_pct","min","fgm","fga","fg_pct","fg3m","fg3a","fg3_pct","ftm","fta","ft_pct","oreb","dreb","reb","ast","tov","stl","blk","blka","pf","pfd","pts","plus_minus","nba_fantasy_pts","dd2","td3","wnba_fantasy_pts","gp_rank","w_rank","l_rank","w_pct_rank","min_rank","fgm_rank","fga_rank","fg_pct_rank","fg3m_rank","fg3a_rank","fg3_pct_rank","ftm_rank","fta_rank","ft_pct_rank","oreb_rank","dreb_rank","reb_rank","ast_rank","tov_rank","stl_rank","blk_rank","blka_rank","pf_rank","pfd_rank","pts_rank","plus_minus_rank","nba_fantasy_pts_rank","dd2_rank","td3_rank","wnba_fantasy_pts_rank","team_count"
1643567,"Emanuel Sharp","Emanuel",1610612758,"SAC",22,1,1,0,1,25.8,4,10,0.4,3,8,0.375,7,8,0.875,1,1,2,0,0,4,0,0,1,7,21,6,35.4,0,0,34,1,1,28,1,26,25,24,22,4,5,15,1,1,19,21,38,40,40,43,1,28,29,38,4,8,18,10,6,1,10,1
1643590,"Felix Okpara","Felix",1610612764,"WAS",22,1,1,0,1,19.5,2,6,0.333,0,0,0,0,0,0,3,3,6,2,2,1,0,1,3,1,4,18,15.2,0,0,14,1,1,28,1,41,32,38,28,32,44,32,36,41,36,7,20,11,20,15,16,28,11,17,35,40,4,40,6,1,38,1
1643419,"Hannes Steinbach","Hannes",1610612766,"CHA",20,1,1,0,1,18.4,4,7,0.571,0,0,0,4,4,1,3,5,8,1,3,1,2,1,0,4,15,9,32.1,1,0,30,1,1,28,1,43,25,32,7,32,44,32,6,10,1,7,7,6,29,8,16,4,11,49,15,22,13,16,1,1,17,1
1643539,"Henri Veesaar","Henri",1610612737,"ATL",22,1,1,0,1,19,5,8,0.625,2,5,0.4,1,2,0.5,1,5,6,1,1,1,1,0,2,2,14,17,27.7,0,0,27,1,1,28,1,42,21,29,5,10,14,11,22,21,28,21,7,11,29,29,16,11,29,26,28,23,5,21,6,1,23,1
1643593,"Izaiyah Nelson","Izaiyah",1610612753,"ORL",22,1,0,1,0,15.1,1,4,0.25,0,1,0,0,0,0,2,3,5,0,2,1,1,0,3,0,2,7,12,0,0,11,1,25,1,25,47,41,44,41,32,35,32,36,41,36,13,20,16,40,15,16,11,29,17,46,44,16,43,6,1,43,1
1643551,"Ja'Kobi Gillespie","Ja'Kobi",1610612759,"SAS",22,1,0,1,0,22.7,5,13,0.385,2,6,0.333,0,1,0,3,0,3,6,1,2,1,2,3,1,12,-10,32.6,0,0,29,1,25,1,25,34,21,13,26,10,12,19,36,26,36,7,47,31,4,29,8,11,7,17,35,26,39,14,6,1,18,1
1643558,"Jaden Bradley","Jaden",1610612761,"TOR",22,1,0,1,0,18.3,1,9,0.111,0,0,0,1,1,1,1,4,5,2,2,0,0,3,2,2,3,-8,10,0,0,10,1,25,1,25,44,41,26,48,32,44,32,22,26,1,21,14,16,20,15,37,28,3,26,28,43,34,45,6,1,46,1
1643555,"Jaron Pierre Jr.","Jaron",1610612740,"NOP",23,1,0,1,0,11.8,1,5,0.2,0,2,0,0,0,0,0,0,0,1,2,1,0,0,2,1,2,-8,4.5,0,0,5,1,25,1,25,51,41,42,45,32,32,32,36,41,36,37,47,49,29,15,16,28,29,26,35,44,34,50,6,1,50,1
1643413,"Keaton Wagler","Keaton",1610612746,"LAC",19,1,0,1,0,26.6,1,7,0.143,1,5,0.2,3,4,0.75,1,1,2,1,1,0,0,1,5,4,7,-23,9.9,0,0,11,1,25,1,25,21,41,32,46,19,14,26,9,10,21,21,38,40,29,29,37,28,11,9,15,32,51,47,6,1,43,1
1643412,"Kingston Flemings","Kingston",1610612737,"ATL",19,1,1,0,1,23.7,2,7,0.286,1,3,0.333,0,1,0,1,0,1,8,1,1,1,0,2,3,5,19,23.2,0,0,19,1,1,28,1,31,32,32,38,19,28,19,36,26,36,21,47,45,1,29,16,11,29,26,25,36,3,29,6,1,32,1
1643520,"Koa Peat","Koa",1610612756,"PHX",19,1,1,0,1,28,6,11,0.545,0,0,0,3,5,0.6,2,4,6,4,3,0,1,2,8,6,17,-2,30.2,0,0,29,1,1,28,1,13,13,21,11,32,44,32,9,8,26,13,14,11,6,8,37,11,7,2,7,19,29,18,6,1,18,1
1642889,"Labaron Philon","Labaron",1610612755,"PHI",20,1,1,0,1,29.2,6,19,0.316,4,10,0.4,1,2,0.5,1,2,3,7,3,1,0,4,1,2,18,3,32.1,0,0,34,1,1,28,1,7,13,3,35,3,2,11,22,21,28,21,28,31,2,8,16,28,1,38,28,14,20,16,6,1,10,1
1643650,"Lajae Jones","Lajae",1610612744,"GSW",22,1,1,0,1,14.7,4,5,0.8,2,2,1,1,1,1,0,5,5,0,1,0,1,1,1,2,11,14,19,0,0,20,1,1,28,1,49,25,42,1,10,32,1,22,26,1,37,7,16,40,29,37,11,11,38,28,29,6,32,6,1,31,1
